run_id,zone,d_c_z,net_import,req_z,c_dem,lambda_c_z,nu_c,rho
1,1,10.714285714285714,-5.0,15.714285714285714,15.714285714285714,22.5,22.5,0.0
1,2,150.0,7.5,142.5,142.5,22.5,22.5,0.0
1,3,137.50000000000003,-2.5,140.00000000000003,140.0,22.5,22.5,0.0
2,1,10.714285714285714,5.0,5.7142857142857135,5.714285714285714,22.5,22.5,0.0
2,2,150.0,-7.5,157.5,157.5,22.5,22.5,0.0
2,3,137.50000000000003,2.5,135.00000000000003,135.0,22.5,22.5,0.0
3,1,10.714285714285714,0.0,10.714285714285714,10.714285714285714,22.5,22.5,0.0
3,2,150.0,-7.5,157.5,157.5,22.5,22.5,0.0
3,3,137.50000000000003,7.5,130.00000000000003,130.0,22.5,22.5,0.0
4,1,10.714285714285714,0.0,10.714285714285714,10.714285714285714,22.5,22.5,0.0
4,2,150.0,7.5,142.5,142.5,22.5,22.5,0.0
4,3,137.50000000000003,-7.5,145.00000000000003,145.0,22.5,22.5,0.0
5,1,10.714285714285714,-5.0,15.714285714285714,15.714285714285714,22.5,22.5,0.0
5,2,150.0,-2.5,152.5,152.5,22.5,22.5,0.0
5,3,137.50000000000003,7.5,130.00000000000003,130.0,22.5,22.5,0.0
6,1,10.714285714285714,5.0,5.7142857142857135,5.714285714285714,22.5,22.5,0.0
6,2,150.0,2.5,147.5,147.5,22.5,22.5,0.0
6,3,137.50000000000003,-7.5,145.00000000000003,145.0,22.5,22.5,0.0
