variable,min,max,mean,median,std
total_cap,298.2142857142857,298.2142857142857,298.2142857142857,298.2142857142857,0.0
market_cost,9837.071428571428,9837.071428571428,9837.071428571428,9837.071428571428,0.0
lambda_e_avg,5.0,5.0,5.0,5.0,0.0
ls_total,0.0,0.0,0.0,0.0,0.0
rd_volume,287.502475186023,333.13835107852907,309.64251020822525,310.32041313227603,19.792469508570395
rd_cost,217.93912367467004,246.80242725343192,232.37077546405098,232.37077546405095,13.261772789201133
curtailment,0.0,0.0,0.0,0.0,0.0
rd_up_vol,143.7512375930115,166.56917553926453,154.82125510411262,155.16020656613802,9.896234754285198
rd_down_vol,143.7512375930115,166.56917553926453,154.82125510411262,155.16020656613802,9.896234754285198
rd_cost_econ,217.93912367467004,246.80242725343192,232.37077546405098,232.37077546405095,13.261772789201133
curt_cost,0.0,0.0,0.0,0.0,0.0
lambda_c_z1,22.5,22.5,22.5,22.5,0.0
lambda_c_z2,22.5,22.5,22.5,22.5,0.0
lambda_c_z3,22.5,22.5,22.5,22.5,0.0
c_dem_z1,5.714285714285714,15.714285714285714,10.714285714285714,10.714285714285714,4.47213595499958
c_dem_z2,142.5,157.5,150.0,150.0,6.892024376045111
c_dem_z3,130.0,145.0,137.5,137.5,6.892024376045111
nu_c_z1,22.5,22.5,22.5,22.5,0.0
nu_c_z2,22.5,22.5,22.5,22.5,0.0
nu_c_z3,22.5,22.5,22.5,22.5,0.0
req_z1,5.7142857142857135,15.714285714285714,10.714285714285714,10.714285714285714,4.47213595499958
req_z2,142.5,157.5,150.0,150.0,6.892024376045111
req_z3,130.00000000000003,145.00000000000003,137.50000000000003,137.50000000000003,6.892024376045111
net_import_z1,-5.0,5.0,0.0,0.0,4.47213595499958
net_import_z2,-7.5,7.5,0.0,0.0,6.892024376045111
net_import_z3,-7.5,7.5,0.0,0.0,6.892024376045111
c_NL0 0 CCGT,5.714285714285714,15.714285714285714,10.714285714285714,10.714285714285714,4.47213595499958
c_NL0 1 coal,142.5,157.5,150.0,150.0,6.892024376045111
c_NL0 10 nuclear,130.0,145.0,137.5,137.5,6.892024376045111
