variable,min,max,mean,median,std
total_cap,502.46077590460254,502.46077590460254,502.46077590460254,502.46077590460254,NaN
market_cost,2.268298476416678e9,2.268298476416678e9,2.268298476416678e9,2.268298476416678e9,NaN
lambda_e_avg,42.99563963403596,42.99563963403596,42.99563963403596,42.99563963403596,NaN
ls_total,0.0,0.0,0.0,0.0,NaN
rd_volume,123375.11898923444,123375.11898923444,123375.11898923444,123375.11898923444,NaN
rd_cost,5.066683783566238e9,5.066683783566238e9,5.066683783566238e9,5.066683783566238e9,NaN
curtailment,73499.77749536606,73499.77749536606,73499.77749536606,73499.77749536606,NaN
rd_up_vol,24937.670746934207,24937.670746934207,24937.670746934207,24937.670746934207,NaN
rd_down_vol,98437.44824230023,98437.44824230023,98437.44824230023,98437.44824230023,NaN
rd_cost_econ,-4.800863614019253e6,-4.800863614019253e6,-4.800863614019253e6,-4.800863614019253e6,NaN
curt_cost,5.071484647180258e9,5.071484647180258e9,5.071484647180258e9,5.071484647180258e9,NaN
lambda_c_z1,5975.333557222442,5975.333557222442,5975.333557222442,5975.333557222442,NaN
lambda_c_z2,5975.333557221661,5975.333557221661,5975.333557221661,5975.333557221661,NaN
lambda_c_z3,5975.333557221023,5975.333557221023,5975.333557221023,5975.333557221023,NaN
c_dem_z1,7266.2,7266.2,7266.2,7266.2,NaN
c_dem_z2,4921.960771078292,4921.960771078292,4921.960771078292,4921.960771078292,NaN
c_dem_z3,4601.0,4601.0,4601.0,4601.0,NaN
nu_c_z1,5975.33355722222,5975.33355722222,5975.33355722222,5975.33355722222,NaN
nu_c_z2,5975.333557221771,5975.333557221771,5975.333557221771,5975.333557221771,NaN
nu_c_z3,5975.333557221056,5975.333557221056,5975.333557221056,5975.333557221056,NaN
req_z1,7266.20000344835,7266.20000344835,7266.20000344835,7266.20000344835,NaN
req_z2,4921.960771078244,4921.960771078244,4921.960771078244,4921.960771078244,NaN
req_z3,4601.00000068654,4601.00000068654,4601.00000068654,4601.00000068654,NaN
net_import_z1,-38.453300923483084,-38.453300923483084,-38.453300923483084,-38.453300923483084,NaN
net_import_z2,-2361.651452549005,-2361.651452549005,-2361.651452549005,-2361.651452549005,NaN
net_import_z3,2400.1047534724885,2400.1047534724885,2400.1047534724885,2400.1047534724885,NaN
c_NL0 0 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 1 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 10 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 11 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 12 Invest,32.196809442889844,32.196809442889844,32.196809442889844,32.196809442889844,NaN
c_NL0 13 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 14 Invest,234.67702992789324,234.67702992789324,234.67702992789324,234.67702992789324,NaN
c_NL0 15 Invest,63.85828676016175,63.85828676016175,63.85828676016175,63.85828676016175,NaN
c_NL0 16 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 17 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 18 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 19 Invest,117.26300459590232,117.26300459590232,117.26300459590232,117.26300459590232,NaN
c_NL0 2 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 20 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 21 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 22 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 23 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 24 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 25 Invest,23.424227625311914,23.424227625311914,23.424227625311914,23.424227625311914,NaN
c_NL0 26 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 27 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 28 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 3 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 30 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 31 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 33 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 4 Invest,31.041412726226554,31.041412726226554,31.041412726226554,31.041412726226554,NaN
c_NL0 5 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 6 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 7 Invest,4.8262168878206525e-6,4.8262168878206525e-6,4.8262168878206525e-6,4.8262168878206525e-6,NaN
c_NL0 8 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 9 Invest,0.0,0.0,0.0,0.0,NaN
