variable,min,max,mean,median,std
total_cap,2400.1047541590283,2400.1047541590287,2400.104754159029,2400.1047541590287,5.380643217995035e-13
market_cost,2.313409149258938e9,2.313409149258942e9,2.313409149258941e9,2.3134091492589417e9,1.4774258980588596e-6
lambda_e_avg,40.40220154435273,40.402201544352764,40.40220154435274,40.40220154435275,1.0296742478167743e-14
ls_total,0.0,0.0,0.0,0.0,0.0
rd_volume,84694.26449350739,204911.06117397817,168253.6163404363,204911.06117397817,52515.23688423457
rd_cost,12967.753331577871,114626.84141842579,25494.694749848008,17676.489054745995,29611.928003041252
curtailment,0.0,0.0,0.0,0.0,0.0
rd_up_vol,42347.132246753696,102455.53058698909,84126.80817021815,102455.53058698909,26257.618442117284
rd_down_vol,42347.13224675369,102455.53058698909,84126.80817021815,102455.53058698909,26257.618442117284
rd_cost_econ,12967.753331577871,114626.84141842579,25494.694749848008,17676.489054745995,29611.928003041252
curt_cost,0.0,0.0,0.0,0.0,0.0
lambda_c_z1,0.0,0.0,0.0,0.0,0.0
lambda_c_z2,0.0,0.0,0.0,0.0,0.0
lambda_c_z3,34087.40298961741,34087.40298971267,34087.40298965201,34087.40298961741,4.7924793209590644e-8
c_dem_z1,7227.746702524866,7227.746702524866,7227.746702524863,7227.746702524866,2.8616582717499613e-12
c_dem_z2,2560.309318529236,4419.5,3743.4306612833593,4419.5,938.0081397296375
c_dem_z3,7001.104754159029,7001.104754159029,7001.104754159029,7001.104754159029,0.0
nu_c_z1,0.0,0.0,0.0,0.0,0.0
nu_c_z2,0.0,0.0,0.0,0.0,0.0
nu_c_z3,34087.40298961741,34087.40298971267,34087.40298965201,34087.40298961741,4.7924793209590644e-8
req_z1,7227.746702524866,7227.746702524866,7227.746702524863,7227.746702524866,2.8616582717499613e-12
req_z2,2560.309318529239,2560.309318529239,2560.3093185292387,2560.309318529239,4.769430452916602e-13
req_z3,7001.104754159029,7001.104754159029,7001.104754159029,7001.104754159029,0.0
net_import_z1,0.0,0.0,0.0,0.0,0.0
net_import_z2,0.0,0.0,0.0,0.0,0.0
net_import_z3,0.0,0.0,0.0,0.0,0.0
c_NL0 0 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 1 Invest,0.0,1000.0,820.5486580644078,914.521503348358,286.76035947025593
c_NL0 10 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 11 Invest,0.0,1000.0,192.55205623342215,67.14764141878965,316.4294264820009
c_NL0 12 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 13 Invest,0.0,537.4917297219445,95.78053901186267,0.0,190.1372391305824
c_NL0 14 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 15 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 16 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 17 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 18 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 19 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 2 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 20 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 21 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 22 Invest,0.0,1000.0,262.051590445324,247.07712345658928,277.66617498535726
c_NL0 23 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 24 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 25 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 26 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 27 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 28 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 3 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 30 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 31 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 33 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 4 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 5 Invest,0.0,881.8785735884716,292.158236724671,321.9595460373135,249.1627059605137
c_NL0 6 Invest,0.0,262.1464827963747,155.47482422965243,204.69654144139383,101.28328106118192
c_NL0 7 Invest,0.0,1000.0,486.42805716359544,495.2425820070098,318.22781606622067
c_NL0 8 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 9 Invest,0.0,149.459816449576,95.1107922860932,149.45981644957487,75.4062107719335
