variable,min,max,mean,median,std
total_cap,502.4607752131342,502.4607752131342,502.4607752131342,502.4607752131342,0.0
market_cost,2.2682984762355423e9,2.2682984762355423e9,2.2682984762355423e9,2.2682984762355423e9,0.0
lambda_e_avg,42.99563963403594,42.99563963403594,42.99563963403594,42.99563963403594,0.0
ls_total,0.0,0.0,0.0,0.0,0.0
rd_volume,163387.2485362774,163387.2485362774,163387.24853627736,163387.2485362774,3.1113303489101166e-11
rd_cost,5.066682165791956e9,5.066682165791956e9,5.066682165791955e9,5.066682165791956e9,1.019520728730867e-6
curtailment,73499.77799369051,73499.77799369051,73499.77799369051,73499.77799369051,0.0
rd_up_vol,44943.73527129344,44943.73527129344,44943.73527129344,44943.73527129344,0.0
rd_down_vol,118443.51326498394,118443.51326498394,118443.51326498392,118443.51326498394,1.5556651744550583e-11
rd_cost_econ,-4.80251577268937e6,-4.80251577268937e6,-4.802515772689371e6,-4.80251577268937e6,9.956257116512373e-10
curt_cost,5.071484681564646e9,5.071484681564646e9,5.071484681564645e9,5.071484681564646e9,1.019520728730867e-6
lambda_c_z1,5975.333557227263,5975.333557227263,5975.333557227263,5975.333557227263,0.0
lambda_c_z2,5975.333557227263,5975.333557227263,5975.333557227263,5975.333557227263,0.0
lambda_c_z3,5975.333557227263,5975.333557227263,5975.333557227263,5975.333557227263,0.0
c_dem_z1,7266.2,7266.2,7266.199999999999,7266.2,9.722907340344114e-13
c_dem_z2,4921.960775213134,4921.960775213134,4921.960775213134,4921.960775213134,0.0
c_dem_z3,4601.0,4601.0,4601.0,4601.0,0.0
nu_c_z1,5975.333557227263,5975.333557227263,5975.333557227263,5975.333557227263,0.0
nu_c_z2,5975.333557227263,5975.333557227263,5975.333557227263,5975.333557227263,0.0
nu_c_z3,5975.333557227263,5975.333557227263,5975.333557227263,5975.333557227263,0.0
req_z1,7266.199999999999,7266.199999999999,7266.199999999998,7266.199999999999,9.722907340344114e-13
req_z2,4921.960775213134,4921.960775213134,4921.960775213134,4921.960775213134,0.0
req_z3,4601.0,4601.0,4601.0,4601.0,0.0
net_import_z1,-38.453297475133695,-38.453297475133695,-38.453297475133695,-38.453297475133695,0.0
net_import_z2,-2361.651456683895,-2361.651456683895,-2361.6514566838955,-2361.651456683895,4.861453670172057e-13
net_import_z3,2400.1047541590287,2400.1047541590287,2400.1047541590287,2400.1047541590287,0.0
c_NL0 0 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 1 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 10 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 11 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 12 Invest,32.196811853650615,32.196811853650615,32.196811853650615,32.196811853650615,0.0
c_NL0 13 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 14 Invest,234.67702992889917,234.67702992889917,234.67702992889917,234.67702992889917,0.0
c_NL0 15 Invest,63.85828882798069,63.85828882798069,63.85828882798069,63.85828882798069,0.0
c_NL0 16 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 17 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 18 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 19 Invest,117.2630045959213,117.2630045959213,117.2630045959213,117.2630045959213,0.0
c_NL0 2 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 20 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 21 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 22 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 23 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 24 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 25 Invest,23.424227280436753,23.424227280436753,23.424227280436753,23.424227280436753,0.0
c_NL0 26 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 27 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 28 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 3 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 30 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 31 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 33 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 4 Invest,31.041412726245653,31.041412726245653,31.041412726245653,31.041412726245653,0.0
c_NL0 5 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 6 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 7 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 8 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 9 Invest,0.0,0.0,0.0,0.0,0.0
