variable,min,max,mean,median,std
total_cap,436.0076028511148,436.0076028511148,436.0076028511148,436.0076028511148,0.0
market_cost,2.267910990072843e9,2.267910990072843e9,2.267910990072843e9,2.267910990072843e9,0.0
lambda_e_avg,43.05303149294535,43.05303149294535,43.05303149294536,43.05303149294535,7.59602135964384e-15
ls_total,0.0,0.0,0.0,0.0,0.0
rd_volume,250178.238828023,250178.238828023,250178.238828023,250178.238828023,0.0
rd_cost,5.43715965538751e9,5.43715965538751e9,5.437159655387511e9,5.43715965538751e9,1.019520728730867e-6
curtailment,78885.05170037877,78885.05170037877,78885.05170037877,78885.05170037877,0.0
rd_up_vol,85646.5935638221,85646.5935638221,85646.5935638221,85646.5935638221,0.0
rd_down_vol,164531.6452642009,164531.6452642009,164531.6452642009,164531.6452642009,0.0
rd_cost_econ,-5.908911938624343e6,-5.908911938624343e6,-5.908911938624344e6,-5.908911938624343e6,9.956257116512373e-10
curt_cost,5.443068567326135e9,5.443068567326135e9,5.443068567326135e9,5.443068567326135e9,0.0
lambda_c_z1,5472.580873014767,5472.580873014767,5472.580873014768,5472.580873014767,9.722907340344114e-13
c_dem_z1,16722.70760285112,16722.70760285112,16722.70760285112,16722.70760285112,0.0
nu_c_z1,5472.580873014767,5472.580873014767,5472.580873014768,5472.580873014767,9.722907340344114e-13
req_z1,16722.70760285112,16722.70760285112,16722.70760285112,16722.70760285112,0.0
net_import_z1,0.0,0.0,0.0,0.0,0.0
c_NL0 0 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 1 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 10 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 11 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 12 Invest,87.28251610841744,87.28251610841744,87.28251610841744,87.28251610841744,0.0
c_NL0 13 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 14 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 15 Invest,63.85828882798069,63.85828882798069,63.85828882798069,63.85828882798069,0.0
c_NL0 16 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 17 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 18 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 19 Invest,203.0155529545691,203.0155529545691,203.0155529545691,203.0155529545691,0.0
c_NL0 2 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 20 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 21 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 22 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 23 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 24 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 25 Invest,62.17730034115448,62.17730034115448,62.17730034115448,62.17730034115448,0.0
c_NL0 26 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 27 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 28 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 3 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 30 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 31 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 33 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 4 Invest,19.67394461899312,19.67394461899312,19.67394461899312,19.67394461899312,0.0
c_NL0 5 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 6 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 7 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 8 Invest,0.0,0.0,0.0,0.0,0.0
c_NL0 9 Invest,0.0,0.0,0.0,0.0,0.0
