variable,min,max,mean,median,std
total_cap,502.4607752127945,502.4607752127945,502.4607752127945,502.4607752127945,NaN
market_cost,2.268421240472709e9,2.268421240472709e9,2.268421240472709e9,2.268421240472709e9,NaN
lambda_e_avg,42.99563963403596,42.99563963403596,42.99563963403596,42.99563963403596,NaN
ls_total,0.0,0.0,0.0,0.0,NaN
rd_volume,151326.46762624645,151326.46762624645,151326.46762624645,151326.46762624645,NaN
rd_cost,5.355427553989684e9,5.355427553989684e9,5.355427553989684e9,5.355427553989684e9,NaN
curtailment,77689.69367011465,77689.69367011465,77689.69367011465,77689.69367011465,NaN
rd_up_vol,36818.3869780659,36818.3869780659,36818.3869780659,36818.3869780659,NaN
rd_down_vol,114508.08064818055,114508.08064818055,114508.08064818055,114508.08064818055,NaN
rd_cost_econ,-5.16130924822583e6,-5.16130924822583e6,-5.16130924822583e6,-5.16130924822583e6,NaN
curt_cost,5.36058886323791e9,5.36058886323791e9,5.36058886323791e9,5.36058886323791e9,NaN
lambda_c_z1,5975.333557227755,5975.333557227755,5975.333557227755,5975.333557227755,NaN
lambda_c_z2,5975.3335572275555,5975.3335572275555,5975.3335572275555,5975.3335572275555,NaN
lambda_c_z3,11368.885316584392,11368.885316584392,11368.885316584392,11368.885316584392,NaN
c_dem_z1,7266.2,7266.2,7266.2,7266.2,NaN
c_dem_z2,4899.199477486291,4899.199477486291,4899.199477486291,4899.199477486291,NaN
c_dem_z3,4623.761297726512,4623.761297726512,4623.761297726512,4623.761297726512,NaN
nu_c_z1,5975.333557227056,5975.333557227056,5975.333557227056,5975.333557227056,NaN
nu_c_z2,5975.333557228436,5975.333557228436,5975.333557228436,5975.333557228436,NaN
nu_c_z3,11368.885316584392,11368.885316584392,11368.885316584392,11368.885316584392,NaN
req_z1,7266.2000000007665,7266.2000000007665,7266.2000000007665,7266.2000000007665,NaN
req_z2,4899.199477485858,4899.199477485858,4899.199477485858,4899.199477485858,NaN
req_z3,4623.761297726511,4623.761297726511,4623.761297726511,4623.761297726511,NaN
net_import_z1,-38.4532974759004,-38.4532974759004,-38.4532974759004,-38.4532974759004,NaN
net_import_z2,-2338.890158956618,-2338.890158956618,-2338.890158956618,-2338.890158956618,NaN
net_import_z3,2377.3434564325185,2377.3434564325185,2377.3434564325185,2377.3434564325185,NaN
c_NL0 0 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 1 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 10 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 11 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 12 Invest,87.28251610842221,87.28251610842221,87.28251610842221,87.28251610842221,NaN
c_NL0 13 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 14 Invest,132.55793760944977,132.55793760944977,132.55793760944977,132.55793760944977,NaN
c_NL0 15 Invest,63.858288827970824,63.858288827970824,63.858288827970824,63.858288827970824,NaN
c_NL0 16 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 17 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 18 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 19 Invest,125.54331959989514,125.54331959989514,125.54331959989514,125.54331959989514,NaN
c_NL0 2 Invest,62.17710033659882,62.17710033659882,62.17710033659882,62.17710033659882,NaN
c_NL0 20 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 21 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 22 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 23 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 24 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 25 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 26 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 27 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 28 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 3 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 30 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 31 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 33 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 4 Invest,8.280315003946498,8.280315003946498,8.280315003946498,8.280315003946498,NaN
c_NL0 5 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 6 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 7 Invest,22.761297726511252,22.761297726511252,22.761297726511252,22.761297726511252,NaN
c_NL0 8 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 9 Invest,0.0,0.0,0.0,0.0,NaN
