variable,min,max,mean,median,std
total_cap,298.2142857142857,298.2142857142857,298.2142857142857,298.2142857142857,0.0
market_cost,9407.071428571428,9407.071428571428,9407.071428571428,9407.071428571428,0.0
lambda_e_avg,4.666666666666667,4.666666666666667,4.666666666666667,4.666666666666667,0.0
ls_total,0.0,0.0,0.0,0.0,0.0
rd_volume,128.68346131058573,145.93258245569484,137.30802188314027,137.30802188314027,9.447732748315604
rd_cost,267.67317159807715,270.88457294391026,269.27887227099376,269.2788722709937,1.7589569583152436
curtailment,0.0,0.0,0.0,0.0,0.0
rd_up_vol,64.34173065529286,72.96629122784742,68.65401094157014,68.65401094157014,4.723866374157802
rd_down_vol,64.34173065529286,72.96629122784742,68.65401094157014,68.65401094157014,4.723866374157802
rd_cost_econ,267.67317159807715,270.88457294391026,269.27887227099376,269.2788722709937,1.7589569583152436
curt_cost,0.0,0.0,0.0,0.0,0.0
lambda_c_z1,22.5,22.5,22.5,22.5,0.0
lambda_c_z2,22.5,22.5,22.5,22.5,0.0
lambda_c_z3,20.5,20.5,20.5,20.5,0.0
c_dem_z1,0.7142857142857143,10.714285714285714,5.714285714285714,5.7142857142857135,5.477225575051661
c_dem_z2,135.0,145.0,140.0,140.0,5.477225575051661
c_dem_z3,152.5,152.5,152.5,152.5,0.0
nu_c_z1,22.5,22.5,22.5,22.5,0.0
nu_c_z2,22.5,22.5,22.5,22.5,0.0
nu_c_z3,20.5,20.5,20.5,20.5,0.0
req_z1,0.7142857142857135,10.714285714285714,5.714285714285714,5.7142857142857135,5.477225575051661
req_z2,135.0,145.0,140.0,140.0,5.477225575051661
req_z3,152.50000000000003,152.50000000000003,152.50000000000003,152.50000000000003,0.0
net_import_z1,0.0,10.0,5.0,5.0,5.477225575051661
net_import_z2,5.0,15.0,10.0,10.0,5.477225575051661
net_import_z3,-15.0,-15.0,-15.0,-15.0,0.0
c_NL0 0 CCGT,0.7142857142857143,10.714285714285714,5.714285714285714,5.7142857142857135,5.477225575051661
c_NL0 1 coal,135.0,145.0,140.0,140.0,5.477225575051661
c_NL0 10 nuclear,152.5,152.5,152.5,152.5,0.0
