variable,min,max,mean,median,std
total_cap,2400.1047541590287,2400.1047541590287,2400.1047541590287,2400.1047541590287,NaN
market_cost,2.313409149258942e9,2.313409149258942e9,2.313409149258942e9,2.313409149258942e9,NaN
lambda_e_avg,40.402201544352735,40.402201544352735,40.402201544352735,40.402201544352735,NaN
ls_total,0.0,0.0,0.0,0.0,NaN
rd_volume,84694.26449350739,84694.26449350739,84694.26449350739,84694.26449350739,NaN
rd_cost,114626.84141842579,114626.84141842579,114626.84141842579,114626.84141842579,NaN
curtailment,0.0,0.0,0.0,0.0,NaN
rd_up_vol,42347.132246753696,42347.132246753696,42347.132246753696,42347.132246753696,NaN
rd_down_vol,42347.13224675369,42347.13224675369,42347.13224675369,42347.13224675369,NaN
rd_cost_econ,114626.84141842579,114626.84141842579,114626.84141842579,114626.84141842579,NaN
curt_cost,0.0,0.0,0.0,0.0,NaN
lambda_c_z1,0.0,0.0,0.0,0.0,NaN
lambda_c_z2,0.0,0.0,0.0,0.0,NaN
lambda_c_z3,34087.40298971254,34087.40298971254,34087.40298971254,34087.40298971254,NaN
c_dem_z1,7227.746702524866,7227.746702524866,7227.746702524866,7227.746702524866,NaN
c_dem_z2,2560.309318529239,2560.309318529239,2560.309318529239,2560.309318529239,NaN
c_dem_z3,7001.104754159029,7001.104754159029,7001.104754159029,7001.104754159029,NaN
nu_c_z1,0.0,0.0,0.0,0.0,NaN
nu_c_z2,0.0,0.0,0.0,0.0,NaN
nu_c_z3,34087.40298971254,34087.40298971254,34087.40298971254,34087.40298971254,NaN
req_z1,7227.746702524866,7227.746702524866,7227.746702524866,7227.746702524866,NaN
req_z2,2560.309318529239,2560.309318529239,2560.309318529239,2560.309318529239,NaN
req_z3,7001.104754159029,7001.104754159029,7001.104754159029,7001.104754159029,NaN
net_import_z1,0.0,0.0,0.0,0.0,NaN
net_import_z2,0.0,0.0,0.0,0.0,NaN
net_import_z3,0.0,0.0,0.0,0.0,NaN
c_NL0 0 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 1 Invest,1000.0,1000.0,1000.0,1000.0,NaN
c_NL0 10 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 11 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 12 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 13 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 14 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 15 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 16 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 17 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 18 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 19 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 2 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 20 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 21 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 22 Invest,400.10475415902874,400.10475415902874,400.10475415902874,400.10475415902874,NaN
c_NL0 23 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 24 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 25 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 26 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 27 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 28 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 3 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 30 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 31 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 33 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 4 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 5 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 6 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 7 Invest,1000.0,1000.0,1000.0,1000.0,NaN
c_NL0 8 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 9 Invest,0.0,0.0,0.0,0.0,NaN
