run_id,zone,d_c_z,net_import,req_z,c_dem,lambda_c_z,nu_c,rho
1,1,10.714285714285714,-10.0,20.714285714285715,20.714285714285715,22.5,22.5,0.0
1,2,150.0,15.0,135.0,135.0,22.5,22.5,0.0
1,3,137.50000000000003,-5.0,142.50000000000003,142.5,22.5,22.5,0.0
2,1,10.714285714285714,10.0,0.7142857142857135,0.7142857142857143,22.5,22.5,0.0
2,2,150.0,-15.0,165.0,165.0,22.5,22.5,0.0
2,3,137.50000000000003,5.0,132.50000000000003,132.5,22.5,22.5,0.0
3,1,10.714285714285714,0.0,10.714285714285714,10.714285714285714,22.5,22.5,0.0
3,2,150.0,-15.0,165.0,165.0,22.5,22.5,0.0
3,3,137.50000000000003,15.0,122.50000000000003,122.5,22.5,22.5,0.0
4,1,10.714285714285714,0.0,10.714285714285714,10.714285714285714,22.5,22.5,0.0
4,2,150.0,15.0,135.0,135.0,22.5,22.5,0.0
4,3,137.50000000000003,-15.0,152.50000000000003,152.5,22.5,22.5,0.0
5,1,10.714285714285714,-10.0,20.714285714285715,20.714285714285715,22.5,22.5,0.0
5,2,150.0,-5.0,155.0,155.0,22.5,22.5,0.0
5,3,137.50000000000003,15.0,122.50000000000003,122.5,22.5,22.5,0.0
6,1,10.714285714285714,10.0,0.7142857142857135,0.7142857142857143,22.5,22.5,0.0
6,2,150.0,5.0,145.0,145.0,22.5,22.5,0.0
6,3,137.50000000000003,-15.0,152.50000000000003,152.5,22.5,22.5,0.0
