variable,min,max,mean,median,std
total_cap,298.2142857142857,298.2142857142857,298.2142857142857,298.2142857142857,0.0
market_cost,9837.071428571428,9837.071428571428,9837.071428571428,9837.071428571428,0.0
lambda_e_avg,5.0,5.0,5.0,5.0,0.0
ls_total,0.0,0.0,0.0,0.0,0.0
rd_volume,309.9265405502663,368.089409473587,341.0013604676396,345.7111600258279,25.17552226118644
rd_cost,225.15494956936038,834.8909674954465,358.09654678784256,254.01825314812248,237.6278272736918
curtailment,0.0,2.017980902158323,0.4016392147057651,0.0,0.8072065942032616
rd_up_vol,154.96327027513314,183.03571428571433,170.29986062646688,172.75761641639485,12.382493121455862
rd_down_vol,154.96327027513314,185.05369518787268,170.70149984117265,172.953543609433,12.802465227514109
rd_cost_econ,225.15494956936038,254.01825314812254,237.604782376113,231.47027077156162,12.980524214021095
curt_cost,0.0,605.3942706474968,120.4917644117295,0.0,242.16197826097846
lambda_c_z1,22.5,22.5,22.5,22.5,0.0
lambda_c_z2,22.5,22.5,22.5,22.5,0.0
lambda_c_z3,22.5,22.5,22.5,22.5,0.0
c_dem_z1,3.2142857142857144,18.214285714285715,10.714285714285715,10.714285714285714,6.708203932499369
c_dem_z2,138.75,161.25,150.0,150.0,10.338036564067666
c_dem_z3,126.25,148.75,137.5,137.5,10.338036564067666
nu_c_z1,22.5,22.5,22.5,22.5,0.0
nu_c_z2,22.5,22.5,22.5,22.5,0.0
nu_c_z3,22.5,22.5,22.5,22.5,0.0
req_z1,3.2142857142857135,18.214285714285715,10.714285714285715,10.714285714285714,6.70820393249937
req_z2,138.75,161.25,150.0,150.0,10.338036564067666
req_z3,126.25000000000003,148.75000000000003,137.50000000000003,137.50000000000003,10.338036564067666
net_import_z1,-7.5,7.5,0.0,0.0,6.708203932499369
net_import_z2,-11.25,11.25,0.0,0.0,10.338036564067666
net_import_z3,-11.25,11.25,0.0,0.0,10.338036564067666
c_NL0 0 CCGT,3.2142857142857144,18.214285714285715,10.714285714285715,10.714285714285714,6.708203932499369
c_NL0 1 coal,138.75,161.25,150.0,150.0,10.338036564067666
c_NL0 10 nuclear,126.25,148.75,137.5,137.5,10.338036564067666
