variable,min,max,mean,median,std
total_cap,298.2142857142857,298.2142857142857,298.2142857142857,298.2142857142857,0.0
market_cost,12883.946428571428,12883.946428571428,12883.946428571428,12883.946428571428,0.0
lambda_e_avg,5.0,5.0,5.0,5.0,0.0
ls_total,0.0,0.0,0.0,0.0,0.0
rd_volume,368.089409473587,368.089409473587,368.089409473587,368.089409473587,0.0
rd_cost,834.8909674954465,834.8909674954465,834.8909674954465,834.8909674954465,0.0
curtailment,2.017980902158323,2.017980902158323,2.017980902158323,2.017980902158323,0.0
rd_up_vol,183.03571428571433,183.03571428571433,183.03571428571433,183.03571428571433,0.0
rd_down_vol,185.05369518787268,185.05369518787268,185.05369518787268,185.05369518787268,0.0
rd_cost_econ,229.4966968479497,229.4966968479497,229.49669684794972,229.4966968479497,3.113442275577916e-14
curt_cost,605.3942706474968,605.3942706474968,605.3942706474968,605.3942706474968,0.0
lambda_c_z1,22.5,22.5,22.5,22.5,0.0
lambda_c_z2,30.0,30.0,30.0,30.0,0.0
lambda_c_z3,37.5,37.5,37.5,37.5,0.0
c_dem_z1,18.214285714285715,18.214285714285715,18.21428571428572,18.214285714285715,3.891802844472395e-15
c_dem_z2,153.75,153.75,153.75,153.75,0.0
c_dem_z3,126.25,126.25,126.25,126.25,0.0
nu_c_z1,22.5,22.5,22.5,22.5,0.0
nu_c_z2,30.0,30.0,30.0,30.0,0.0
nu_c_z3,37.5,37.5,37.5,37.5,0.0
req_z1,18.214285714285715,18.214285714285715,18.21428571428572,18.214285714285715,3.891802844472395e-15
req_z2,153.75,153.75,153.75,153.75,0.0
req_z3,126.25000000000003,126.25000000000003,126.25000000000001,126.25000000000003,1.556721137788958e-14
net_import_z1,-7.5,-7.5,-7.5,-7.5,0.0
net_import_z2,-3.75,-3.75,-3.75,-3.75,0.0
net_import_z3,11.25,11.25,11.25,11.25,0.0
c_NL0 0 CCGT,18.214285714285715,18.214285714285715,18.21428571428572,18.214285714285715,3.891802844472395e-15
c_NL0 1 coal,153.75,153.75,153.75,153.75,0.0
c_NL0 10 nuclear,126.25,126.25,126.25,126.25,0.0
