variable,min,max,mean,median,std
total_cap,436.00760310598974,436.00760310598974,436.00760310598974,436.00760310598974,NaN
market_cost,2.267910990080057e9,2.267910990080057e9,2.267910990080057e9,2.267910990080057e9,NaN
lambda_e_avg,43.05303149294538,43.05303149294538,43.05303149294538,43.05303149294538,NaN
ls_total,0.0,0.0,0.0,0.0,NaN
rd_volume,203573.46726556463,203573.46726556463,203573.46726556463,203573.46726556463,NaN
rd_cost,5.437381006176486e9,5.437381006176486e9,5.437381006176486e9,5.437381006176486e9,NaN
curtailment,78885.0515057034,78885.0515057034,78885.0515057034,78885.0515057034,NaN
rd_up_vol,62344.20787993062,62344.20787993062,62344.20787993062,62344.20787993062,NaN
rd_down_vol,141229.259385634,141229.259385634,141229.259385634,141229.259385634,NaN
rd_cost_econ,-5.687547717048552e6,-5.687547717048552e6,-5.687547717048552e6,-5.687547717048552e6,NaN
curt_cost,5.443068553893535e9,5.443068553893535e9,5.443068553893535e9,5.443068553893535e9,NaN
lambda_c_z1,5472.58087301201,5472.58087301201,5472.58087301201,5472.58087301201,NaN
c_dem_z1,16722.707602851122,16722.707602851122,16722.707602851122,16722.707602851122,NaN
nu_c_z1,0.0,0.0,0.0,0.0,NaN
req_z1,16722.70760285112,16722.70760285112,16722.70760285112,16722.70760285112,NaN
net_import_z1,0.0,0.0,0.0,0.0,NaN
c_NL0 0 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 1 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 10 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 11 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 12 Invest,87.28251579851701,87.28251579851701,87.28251579851701,87.28251579851701,NaN
c_NL0 13 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 14 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 15 Invest,63.85828880048018,63.85828880048018,63.85828880048018,63.85828880048018,NaN
c_NL0 16 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 17 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 18 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 19 Invest,203.01555244462764,203.01555244462764,203.01555244462764,203.01555244462764,NaN
c_NL0 2 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 20 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 21 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 22 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 23 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 24 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 25 Invest,62.17730034115232,62.17730034115232,62.17730034115232,62.17730034115232,NaN
c_NL0 26 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 27 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 28 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 3 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 30 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 31 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 33 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 4 Invest,19.67394461886846,19.67394461886846,19.67394461886846,19.67394461886846,NaN
c_NL0 5 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 6 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 7 Invest,1.1023441182089763e-6,1.1023441182089763e-6,1.1023441182089763e-6,1.1023441182089763e-6,NaN
c_NL0 8 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 9 Invest,0.0,0.0,0.0,0.0,NaN
