Line,NL0 0,NL0 1,NL0 10,NL0 11,NL0 12,NL0 13,NL0 14,NL0 15,NL0 16,NL0 17,NL0 18,NL0 19,NL0 2,NL0 3,NL0 4,NL0 5,NL0 6,NL0 7,NL0 8,NL0 9
0,0.0,-0.40933944871195677,-0.34229574337059265,-0.4110368545292199,-0.23427293538874336,-0.010668545704423391,-0.2852607021338595,-0.7062564308891948,-0.41701641776569814,-0.0029615561516034045,-0.36417933313960116,-0.005814169098534555,-0.1887990502878745,-0.40453545933883067,-0.49504358843188584,-0.015742699538348462,-0.12062381899310001,-0.4265466826999325,-0.015742699538348462,-0.06725589996421608
1,0.0,-0.025570120470258192,-0.03922759967436912,-0.025224341779594074,-0.061232935538041065,-0.39398261102355386,-0.050846213019650574,-0.004718523758259206,-0.02400624441853607,-0.831771398274304,-0.0059671028820711255,-0.6697312198137241,-0.07049642473412628,-0.02654874157459863,-0.008111322511951518,-0.10574974940445528,-0.08438440719128577,-0.02206483329744362,-0.10574974940445526,-0.09525599074402186
10,0.0,-0.2346814962054196,-0.3600292691165103,-0.23150795384470238,0.4380066787001576,0.019946368379263717,-0.4666644164508542,-0.04330641370098749,-0.22032830721184948,0.005537051779350164,-0.05476582067749575,0.010870418693582365,0.3529867623040394,-0.24366323977021614,-0.07444537875852503,0.029433222950506613,0.22552344017727005,-0.20251011714200753,0.02943322295050661,0.1257445010343768
11,0.0,0.23468149620541967,0.3600292691165104,0.2315079538447025,0.5619933212998425,-0.019946368379263717,0.4666644164508544,0.043306413700987506,0.2203283072118496,-0.005537051779350164,0.05476582067749576,-0.010870418693582365,-0.3529867623040394,0.24366323977021626,0.07444537875852504,-0.029433222950506613,-0.22552344017727005,0.2025101171420076,-0.02943322295050661,-0.1257445010343768
12,0.0,0.025570120470258192,0.03922759967436912,0.025224341779594074,0.061232935538041065,0.39398261102355375,0.050846213019650574,0.004718523758259206,0.02400624441853607,-0.16822860172569595,0.0059671028820711255,-0.330268780186276,0.07049642473412628,0.02654874157459863,0.008111322511951518,0.10574974940445528,0.08438440719128577,0.02206483329744362,0.10574974940445526,0.09525599074402186
13,0.0,-0.025570120470258192,-0.03922759967436912,-0.025224341779594074,-0.061232935538041065,0.6060173889764462,-0.050846213019650574,-0.004718523758259206,-0.02400624441853607,0.16822860172569595,-0.0059671028820711255,0.33026878018627603,-0.07049642473412628,-0.02654874157459863,-0.008111322511951518,-0.10574974940445528,-0.08438440719128577,-0.02206483329744362,-0.10574974940445526,-0.09525599074402186
14,0.0,-0.40933944871195677,-0.34229574337059265,-0.4110368545292199,-0.23427293538874336,-0.010668545704423391,-0.2852607021338595,0.2937435691108051,-0.41701641776569814,-0.0029615561516034045,-0.36417933313960116,-0.005814169098534555,-0.1887990502878745,-0.40453545933883067,-0.49504358843188584,-0.015742699538348462,-0.12062381899310001,-0.4265466826999325,-0.015742699538348462,-0.06725589996421608
15,0.0,0.2739843840117777,0.06519719740666294,0.3435669987148969,0.04462205303862539,0.002032041863810844,0.05433371191311847,-0.004411853021997062,0.5886902571279427,0.000564088700448597,-0.005579283316472111,0.001107426948229597,0.03596062524938352,0.07705201922991457,-0.007584143806440965,0.0029985178296659597,0.02297526361677321,-0.020630774888606675,0.0029985178296659597,0.012810256252536515
16,0.0,-0.025570120470258192,-0.03922759967436912,-0.025224341779594074,-0.061232935538041065,-0.3939826110235538,-0.050846213019650574,-0.004718523758259206,-0.02400624441853607,0.16822860172569598,-0.0059671028820711255,-0.669731219813724,-0.07049642473412628,-0.02654874157459863,-0.008111322511951518,-0.10574974940445528,-0.08438440719128577,-0.02206483329744362,-0.10574974940445526,-0.09525599074402186
17,0.0,-0.3559790550826197,-0.2976749875128935,-0.35745519162607375,-0.20373374331141142,-0.0092778226748402,-0.24807488141528286,-0.25043715540981704,-0.36265527502244865,-0.002575495627746725,0.41894515381709757,-0.005056249595047742,-0.16418771201616267,-0.3518013008909494,-0.4305110328095881,-0.013690523412157962,-0.10489962118416862,-0.37094320015805665,-0.013690523412157962,-0.05848860107015992
