variable,min,max,mean,median,std
total_cap,298.2142857142857,298.2142857142857,298.2142857142857,298.2142857142857,0.0
market_cost,9429.571428571428,9429.571428571428,9429.571428571428,9429.571428571428,0.0
lambda_e_avg,4.666666666666667,4.666666666666667,4.666666666666667,4.666666666666667,0.0
ls_total,0.0,0.0,0.0,0.0,0.0
rd_volume,105.79082632158739,105.79082632158739,105.79082632158737,105.79082632158739,1.556721137788958e-14
rd_cost,235.36268322255827,235.36268322255827,235.36268322255827,235.36268322255827,0.0
curtailment,0.0,0.0,0.0,0.0,0.0
rd_up_vol,52.895413160793694,52.895413160793694,52.89541316079369,52.895413160793694,7.78360568894479e-15
rd_down_vol,52.895413160793694,52.895413160793694,52.89541316079369,52.895413160793694,7.78360568894479e-15
rd_cost_econ,235.36268322255827,235.36268322255827,235.36268322255827,235.36268322255827,0.0
curt_cost,0.0,0.0,0.0,0.0,0.0
lambda_c_z1,22.5,22.5,22.5,22.5,0.0
lambda_c_z2,22.5,22.5,22.5,22.5,0.0
lambda_c_z3,20.5,20.5,20.5,20.5,0.0
c_dem_z1,8.214285714285714,10.714285714285714,9.464285714285714,9.464285714285714,1.3693063937629153
c_dem_z2,146.25,148.75,147.5,147.5,1.3693063937629153
c_dem_z3,141.25,141.25,141.25,141.25,0.0
nu_c_z1,22.5,22.5,22.5,22.5,0.0
nu_c_z2,22.5,22.5,22.5,22.5,0.0
nu_c_z3,20.5,20.5,20.5,20.5,0.0
req_z1,8.214285714285714,10.714285714285714,9.464285714285714,9.464285714285714,1.3693063937629153
req_z2,146.25,148.75,147.5,147.5,1.3693063937629153
req_z3,141.25000000000003,141.25000000000003,141.25000000000003,141.25000000000003,0.0
net_import_z1,0.0,2.5,1.25,1.25,1.3693063937629153
net_import_z2,1.25,3.75,2.5,2.5,1.3693063937629153
net_import_z3,-3.75,-3.75,-3.75,-3.75,0.0
c_NL0 0 CCGT,8.214285714285714,10.714285714285714,9.464285714285714,9.464285714285714,1.3693063937629153
c_NL0 1 coal,146.25,148.75,147.5,147.5,1.3693063937629153
c_NL0 10 nuclear,141.25,141.25,141.25,141.25,0.0
