variable,min,max,mean,median,std
total_cap,502.46077627886484,502.46077627886484,502.46077627886484,502.46077627886484,NaN
market_cost,2.2682984762748604e9,2.2682984762748604e9,2.2682984762748604e9,2.2682984762748604e9,NaN
lambda_e_avg,42.99563963403596,42.99563963403596,42.99563963403596,42.99563963403596,NaN
ls_total,0.0,0.0,0.0,0.0,NaN
rd_volume,116481.77407132906,116481.77407132906,116481.77407132906,116481.77407132906,NaN
rd_cost,5.066683090308812e9,5.066683090308812e9,5.066683090308812e9,5.066683090308812e9,NaN
curtailment,73499.77780692953,73499.77780692953,73499.77780692953,73499.77780692953,NaN
rd_up_vol,21490.998132199762,21490.998132199762,21490.998132199762,21490.998132199762,NaN
rd_down_vol,94990.7759391293,94990.7759391293,94990.7759391293,94990.7759391293,NaN
rd_cost_econ,-4.801578369325256e6,-4.801578369325256e6,-4.801578369325256e6,-4.801578369325256e6,NaN
curt_cost,5.071484668678138e9,5.071484668678138e9,5.071484668678138e9,5.071484668678138e9,NaN
lambda_c_z1,5975.333557214483,5975.333557214483,5975.333557214483,5975.333557214483,NaN
lambda_c_z2,5975.333557214483,5975.333557214483,5975.333557214483,5975.333557214483,NaN
lambda_c_z3,5975.333557214466,5975.333557214466,5975.333557214466,5975.333557214466,NaN
c_dem_z1,7266.2,7266.2,7266.2,7266.2,NaN
c_dem_z2,4921.9607750250725,4921.9607750250725,4921.9607750250725,4921.9607750250725,NaN
c_dem_z3,4601.0,4601.0,4601.0,4601.0,NaN
nu_c_z1,5975.333557214499,5975.333557214499,5975.333557214499,5975.333557214499,NaN
nu_c_z2,5975.33355721455,5975.33355721455,5975.33355721455,5975.33355721455,NaN
nu_c_z3,5975.333557214466,5975.333557214466,5975.333557214466,5975.333557214466,NaN
req_z1,7266.200000000092,7266.200000000092,7266.200000000092,7266.200000000092,NaN
req_z2,4921.960775025155,4921.960775025155,4921.960775025155,4921.960775025155,NaN
req_z3,4601.000000187887,4601.000000187887,4601.000000187887,4601.000000187887,NaN
net_import_z1,-38.45329747522602,-38.45329747522602,-38.45329747522602,-38.45329747522602,NaN
net_import_z2,-2361.651456495916,-2361.651456495916,-2361.651456495916,-2361.651456495916,NaN
net_import_z3,2400.104753971142,2400.104753971142,2400.104753971142,2400.104753971142,NaN
c_NL0 0 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 1 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 10 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 11 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 12 Invest,32.19681185363028,32.19681185363028,32.19681185363028,32.19681185363028,NaN
c_NL0 13 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 14 Invest,234.6770299074816,234.6770299074816,234.6770299074816,234.6770299074816,NaN
c_NL0 15 Invest,63.858288828046284,63.858288828046284,63.858288828046284,63.858288828046284,NaN
c_NL0 16 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 17 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 18 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 19 Invest,117.26300459599463,117.26300459599463,117.26300459599463,117.26300459599463,NaN
c_NL0 2 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 20 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 21 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 22 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 23 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 24 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 25 Invest,23.42422727996132,23.42422727996132,23.42422727996132,23.42422727996132,NaN
c_NL0 26 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 27 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 28 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 3 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 30 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 31 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 33 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 4 Invest,31.041412559444097,31.041412559444097,31.041412559444097,31.041412559444097,NaN
c_NL0 5 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 6 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 7 Invest,1.254306674347342e-6,1.254306674347342e-6,1.254306674347342e-6,1.254306674347342e-6,NaN
c_NL0 8 Invest,0.0,0.0,0.0,0.0,NaN
c_NL0 9 Invest,0.0,0.0,0.0,0.0,NaN
