variable,min,max,mean,median,std
total_cap,298.2142857142857,298.2142857142857,298.2142857142857,298.2142857142857,0.0
market_cost,12545.821428571428,12545.821428571428,12545.821428571428,12545.821428571428,0.0
lambda_e_avg,4.666666666666667,4.666666666666667,4.666666666666667,4.666666666666667,0.0
ls_total,0.0,0.0,0.0,0.0,0.0
rd_volume,0.0,0.0,0.0,0.0,0.0
rd_cost,0.0,0.0,0.0,0.0,0.0
curtailment,0.0,0.0,0.0,0.0,0.0
rd_up_vol,0.0,0.0,0.0,0.0,0.0
rd_down_vol,0.0,0.0,0.0,0.0,0.0
rd_cost_econ,0.0,0.0,0.0,0.0,0.0
curt_cost,0.0,0.0,0.0,0.0,0.0
lambda_c_z1,22.5,22.5,22.5,22.5,0.0
lambda_c_z2,30.0,30.0,30.0,30.0,0.0
lambda_c_z3,35.5,35.5,35.5,35.5,0.0
c_dem_z1,15.714285714285714,15.714285714285714,15.714285714285714,15.714285714285714,0.0
c_dem_z2,152.5,152.5,152.5,152.5,0.0
c_dem_z3,130.0,130.0,130.0,130.0,0.0
nu_c_z1,22.5,22.5,22.5,22.5,0.0
nu_c_z2,30.0,30.0,30.0,30.0,0.0
nu_c_z3,35.5,35.5,35.5,35.5,0.0
req_z1,15.714285714285714,15.714285714285714,15.714285714285714,15.714285714285714,0.0
req_z2,152.5,152.5,152.5,152.5,0.0
req_z3,130.00000000000003,130.00000000000003,130.00000000000003,130.00000000000003,0.0
net_import_z1,-5.0,-5.0,-5.0,-5.0,0.0
net_import_z2,-2.5,-2.5,-2.5,-2.5,0.0
net_import_z3,7.5,7.5,7.5,7.5,0.0
c_NL0 0 CCGT,15.714285714285714,15.714285714285714,15.714285714285714,15.714285714285714,0.0
c_NL0 1 coal,152.5,152.5,152.5,152.5,0.0
c_NL0 10 nuclear,130.0,130.0,130.0,130.0,0.0
