variable,min,max,mean,median,std
total_cap,200.0,200.0,200.0,200.0,0.0
market_cost,5238.147836550435,5238.147836550436,5238.147836550436,5238.147836550436,2.8760747774580335e-13
lambda_e_avg,5.0,5.0,5.0,5.0,0.0
ls_total,0.0,0.0,0.0,0.0,0.0
rd_volume,0.0,207.5,75.9090909090909,0.0,94.01643956825268
rd_cost,0.0,355075.0,124579.54545454546,0.0,159431.75139310464
curtailment,0.0,177.5,62.27272727272727,0.0,79.69829472340159
lambda_c_z1,0.0,0.0,0.0,0.0,0.0
lambda_c_z2,11.564989182752178,11.564989182752178,11.56498918275218,11.564989182752178,1.8630587706705477e-15
lambda_c_z3,11.564989182752178,11.564989182752178,11.56498918275218,11.564989182752178,1.8630587706705477e-15
c_NL0 0 coal,0.0,67.5,24.545454545454547,0.0,30.53314145764774
c_NL0 1 coal,53.888888888888886,121.38888888888889,78.66161616161618,53.888888888888886,30.607485715396187
c_NL0 10 coal,78.61111111111111,146.11111111111111,96.79292929292929,78.61111111111111,27.547479673531598
