variable,min,max,mean,median,std
total_cap,298.2142857142857,298.2142857142857,298.2142857142857,298.2142857142857,0.0
market_cost,9837.071428571428,9837.071428571428,9837.071428571428,9837.071428571428,0.0
lambda_e_avg,5.0,5.0,5.0,5.0,0.0
ls_total,0.0,0.0,0.0,0.0,0.0
rd_volume,297.8945897730733,318.67881894717385,308.28670436012357,308.28670436012357,9.549694273680606
rd_cost,225.1549495693606,239.58660135874152,232.37077546405104,232.37077546405095,6.630886394600551
curtailment,0.0,0.0,0.0,0.0,0.0
rd_up_vol,148.94729488653664,159.33940947358693,154.14335218006178,154.14335218006178,4.774847136840303
rd_down_vol,148.94729488653664,159.33940947358693,154.14335218006178,154.14335218006178,4.774847136840303
rd_cost_econ,225.1549495693606,239.58660135874152,232.37077546405104,232.37077546405095,6.630886394600551
curt_cost,0.0,0.0,0.0,0.0,0.0
lambda_c_z1,22.5,22.5,22.5,22.5,0.0
lambda_c_z2,22.5,22.5,22.5,22.5,0.0
lambda_c_z3,22.5,22.5,22.5,22.5,0.0
c_dem_z1,8.214285714285714,13.214285714285714,10.714285714285714,10.714285714285714,2.23606797749979
c_dem_z2,146.25,153.75,150.0,150.0,3.4460121880225554
c_dem_z3,133.75,141.25,137.5,137.5,3.4460121880225554
nu_c_z1,22.5,22.5,22.5,22.5,0.0
nu_c_z2,22.5,22.5,22.5,22.5,0.0
nu_c_z3,22.5,22.5,22.5,22.5,0.0
req_z1,8.214285714285714,13.214285714285714,10.714285714285714,10.714285714285714,2.23606797749979
req_z2,146.25,153.75,150.0,150.0,3.4460121880225554
req_z3,133.75000000000003,141.25000000000003,137.50000000000003,137.50000000000003,3.4460121880225554
net_import_z1,-2.5,2.5,0.0,0.0,2.23606797749979
net_import_z2,-3.75,3.75,0.0,0.0,3.4460121880225554
net_import_z3,-3.75,3.75,0.0,0.0,3.4460121880225554
c_NL0 0 CCGT,8.214285714285714,13.214285714285714,10.714285714285714,10.714285714285714,2.23606797749979
c_NL0 1 coal,146.25,153.75,150.0,150.0,3.4460121880225554
c_NL0 10 nuclear,133.75,141.25,137.5,137.5,3.4460121880225554
